smiles,QED
Nc1ccccc1S(=O)(=O)O,0.47878844311221247
CC(O)CC(C)(C)O,0.5548951576761242
CC(C)(C)CC(C)(C)N,0.5765659976635511
CC(=O)CC(C)C,0.5150193170931499
CCCC(C)=O,0.4957688321065222
Nc1nc2ccccc2[nH]1,0.5658999712435825
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.5346401235008617
c1ccc(-c2ccccc2)cc1,0.5905018880213778
CNC(=O)Nc1ccc(Cl)c(Cl)c1,0.7484985370688466
CC(=O)Nc1ccc(C)c(Cl)c1,0.7127082128669977
CCCCNC(=S)NCCCC,0.4926329011461622
CCCCNC(=O)NCCCC,0.5900938567544521
CC(C)N(c1ccccc1)C(C)C,0.6843486663149844
CCc1cccc(C)c1,0.5339790665494062
CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,0.1498557544165239
CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO,0.20773694051398633
CCCCCCCCCCC=CC1CC(=O)OC1=O,0.25791745456992976
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.32491989742556066
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.5611421630388057
CCOP(=S)(CC)Sc1ccccc1,0.7224251548088034
CC/C=C\CCCCO,0.44388357166582876
Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,0.43603536824373773
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.8776016184783941
CC(=O)CCC(C)=O,0.5469153902097886
N#CCCNCCC#N,0.5503756038673703
CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1,0.08832525870707703
O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1,0.4379888235350173
O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3)c(S(=O)(=O)[O-])cc2c1)c1ccccc1,0.14353747939839254
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0.7353683668937369
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,0.432027738820179
Cc1ccccc1CCO,0.653334045584044
Cc1nc(C)c(C)nc1C,0.5422770005695131
CC1=CC(O)CC(C)(C)C1,0.5108533240702168
Cc1cnc(C)c(C)n1,0.5194976140265337
CC(C)COC(=O)c1ccccc1,0.6645754561212156
C=C(C)[C@@H]1CC=C(C)CC1,0.48503449155951595
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2],0.259584284389671
Nc1ccc(N)c([N+](=O)[O-])c1,0.3533702087308726
CC1COc2ccccc2N1,0.6077370598108216
O=C(O)c1cc(Cl)cc(Cl)c1O,0.7426057269933065
CCCCCCCCCCCC(=O)NCCCN(C)C,0.48941890622586287
CC(C)CCCCCOC(=O)CCS,0.3848383939286176
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.35210117154039805
CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.2501080278690377
C=CCOc1c(Br)cc(Br)cc1Br,0.7097167180905628
F[B-](F)(F)F.[H+],0.3098211626098461
CC(C)[C@H]1CC[C@H](C)C[C@@H]1O,0.6179494584335713
C(=C/c1ccccc1)\c1ccccc1,0.6155243653321553
Cc1ccc2c(ccc3ccccc32)c1,0.46568308489933063
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0.6822997553866551
C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0.5484019207554993
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,0.7213394581196795
COC(=O)C1=CCCN(C)C1,0.5139158149125916
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0.7717726415372386
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0.5545811672294877
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.5545811672294876
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0.5502340470711022
CCCCCC(C)O,0.556461802116396
O=C([O-])c1ccccc1O,0.5804537671854754
NC(=O)c1ccccc1,0.5859367170668043
CCN1CCc2nc(N)oc2CC1,0.6917694468504599
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,0.7253217496691057
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0.2568014736814685
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0.6945612204028229
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,0.8528457561397796
CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1,0.6376739781676249
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.7539138280338623
Nc1ccc([N+](=O)[O-])cc1N,0.35337020873087255
[I-].[K+],0.24806899046579
O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,0.23408527976084326
Oc1nc(Cl)c(Cl)cc1Cl,0.6503650970247153
C/C=C/C=C/C=O,0.2876307698721535
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,0.6098084004242358
C[Si](C)(C)N[Si](C)(C)C,0.6126262344720783
C=CC(=O)OCCCl,0.3265159453687757
COCC(C)N(C(=O)CCl)c1c(C)csc1C,0.7734566008376961
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,0.26456113507512835
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)[O-],0.6488286999654097
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,0.6167419310701172
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,0.5682411406599145
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.8471269771691101
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.6441091760572242
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.8020711980677477
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,0.8220901729914653
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0.6927713808384576
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,0.6314699968663259
O=C(O)/C=C(\CC(=O)O)C(=O)O,0.4976684796992808
CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,0.034861097855455915
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,0.3010920615511567
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,0.876312408696768
CNCC(=O)c1ccc(O)c(O)c1,0.4688462241086324
CC(C)(C)C1CCC(=O)CC1,0.5240638324555035
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,0.3025327115135259
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.7726586313728765
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.7695062288280017
CCCCC(=O)[O-],0.4987673823665796
CCCCCCCCCCCCCC(=O)OC,0.3606575035504831
Nc1ccncc1N,0.5014053270919594
CCCCCCC(C)O,0.5662247345927632
CCC[Si](OC)(OC)OC,0.5727649275713802
CC1=C(CC=O)C(C)(C)CCC1,0.45481033628034695
NCCNCCNCCN,0.3159259759712412
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,0.6672313604458664
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.8322004475531347
Cc1ccc(N)c(N)c1,0.5071584204162338
CCCCCNCCCCC,0.5341051569369422
COCC(C)O,0.5173841339875317
c1ccc2c(c1)Oc1ccccc1S2,0.543195199210991
CC1CN1,0.3875899677614259
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.8809371073535404
NCC(=O)CCC(=O)O,0.5323930170518473
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.4616906207935435
Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0.4888321000837205
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.3499607634429391
ClCOCCl,0.4938446542498575
CC(O)CNCC(C)O,0.47686074785976945
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,0.6626328892426167
CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.7247440803713315
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.4026579665067258
CCOC(=O)C1OC1c1ccccc1,0.5400213360462292
ONc1ccccc1,0.535273155757631
O=CC(=O)c1ccccc1,0.34415686501341336
[Cu]I,0.39300877867965445
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],0.42815178603278053
ClCc1ccc(Cl)cc1Cl,0.5991151865350394
O=C(O)CCCCCCCCC(=O)O,0.5622977280227048
CCCCCCCC(=O)OC,0.4383150695699537
CC(O)COCC(C)O,0.5578201447805288
Cc1ccc(C(=O)C(=O)[O-])cc1C,0.4798344957572613
O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12,0.7047952827729849
Cc1ncc[nH]1,0.49044689078380066
COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1,0.7631829714022448
Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,0.7674573363445861
O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,0.3821969501128747
O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,0.49551075526315513
Cc1nc(C)nc(N2C[C@H](C)N(c3ccnc([C@@H](C)O)n3)[C@H](C)C2)n1,0.8949497817543891
CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,0.9242875076980576
Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,0.32052625879488666
CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,0.8818711322053099
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],0.6053630687965909
CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,0.7170507116408826
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0.1866995587423804
CO[Si](C)(C)OC,0.5057059255244127
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.8619400721365197
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,0.9190608858440439
CC(=O)c1ccccc1O,0.5951083320007401
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,0.8043459743561524
O=C(O)c1cccc(Cl)n1,0.6278314619500315
CCCCCCCCCC=O,0.3889444461925324
Cc1ccc(C(C)(C)C)cc1,0.5293048449815113
BrCBr,0.49009217871796995
Nc1cc(Cl)cc(Cl)c1,0.5825188519698148
CCCCCCCCCC(=O)O,0.5706831499634679
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,0.6078905189620952
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],0.23002965283651663
CCCCCCCCCOS(=O)(=O)[O-],0.34128359534053027
O=Cc1ccc(C(=O)O)cc1,0.6441438021658347
CCC(Cl)CCl,0.49869677832286713
CC(C)(O)c1ccccc1,0.6249255712936564
O=C1CCCN1,0.4368355272348544
ClCc1ccccc1Cl,0.5548481540537996
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.5150434173626992
N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,0.6909993261364882
C=CC(=O)OCCOC(=O)C=C,0.34115442624555586
CCCC[P+](CCCC)(CCCC)CCCC,0.36572273446078185
N#CCc1cccc(C(F)(F)F)c1,0.6594490582440945
COc1cccc(Br)c1,0.655546971817452
CCCCCCCCNC,0.5400384289975072
CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,0.8074775122555634
CC1=C(C(=O)Nc2ccccc2)SCCO1,0.8559831331205645
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.5441258405220312
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0.7271671448939994
Cc1ccc2c(Br)cc(Br)c(O)c2n1,0.8021873620502079
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.5458513994143424
CC(O)COc1ccccc1,0.7098553048910033
O=P1(NCCCl)OCCCN1CCCl,0.605720669080109
C=CC(=C)C,0.41051468223900506
CC(C)O,0.42840479403162834
CC(C)OC(=O)Nc1cccc(Cl)c1,0.8188192037855182
CC(C)OC(=O)Nc1ccccc1,0.7574489056424826
CC=Cc1ccc2c(c1)OCO2,0.6310600907726281
CCCC(CCC)C(=O)[O-],0.574585486305641
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.8747398264671755
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,0.6134577512110917
CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,0.4852213984326295
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0.6723443520304883
O=C(c1ccccc1)c1cc(Cl)ccc1O,0.8072404806771969
OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.29017819335208067
Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,0.6776916106390362
CC(C)C[P+](C)(CC(C)C)CC(C)C,0.5702512093812254
C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,0.04935480288682246
CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.07660926010356077
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.11319352304032063
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0.4809270956967134
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,0.40375011711267644
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.3328217157050315
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,0.5320344488195666
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,0.08130414928722086
O=C(O)c1ccc(O)cc1O,0.5585391396988667
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,0.529547512415044
CC1=CC(C)(C)Nc2ccccc21,0.6344286770888338
Cc1cc(=O)oc2cc(O)cc(O)c12,0.6204810517595596
CC(C)CNCC(C)C,0.6109187066585087
CNC1(c2ccccc2Cl)CCCCC1=O,0.8571565291687986
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,0.5680521002826907
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0.4785965928491851
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.7560099167404621
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.700091545915688
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.6318329361180623
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,0.6413414351612072
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.7914868412582013
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0.831821064493135
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.7964461277127532
NC(=O)OCC(COC(N)=O)c1ccccc1,0.796471019540729
CCNC(C)Cc1cccc(C(F)(F)F)c1,0.8383597745599245
COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,0.8646106875594433
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.5697527703476013
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0.8033127942503914
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0.8398032346789406
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0.3342986617953946
CCC1(C)CC(=O)NC(=O)C1,0.5701828183359867
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0.7791989010413751
NC(=S)NNC(N)=S,0.25041488662752326
NC(=S)C(N)=S,0.4254283142189641
CC1CN1P(=O)(N1CC1C)N1CC1C,0.5218206299063738
O=C(Oc1ccccc1)Oc1ccccc1,0.5681728368898479
C[Hg]Cl,0.5686415038757232
S=c1[nH]cnc2[nH]cnc12,0.5538546640663037
[Hg+2],0.4831359768521075
CCCCCCCCCCCCNC(=N)N,0.28770107913601844
CN(C)CCN(Cc1cccs1)c1ccccn1,0.7967911857797698
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0.7382295257339834
NC1=NCC2c3ccccc3Cc3ccccc3N12,0.7789519520165337
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0.7346190222392026
O=C([O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,0.3699130557409266
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0.8006282967606466
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.8549954528788273
COc1ccc(C=CC(=O)OCCC(C)C)cc1,0.5721153628763131
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0.7406983864015038
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,0.4297762114809703
Clc1ccc2cc3ccccc3cc2c1,0.476239910717608
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.4247889266952851
F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,0.7540051146261406
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.8994084644413987
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0.2585003641899471
CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5520825129241754
Brc1c2ccccc2cc2ccccc12,0.5093585551306543
CCO/C=C1\N=C(c2ccccc2)OC1=O,0.440863480829874
CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0.7915022499582302
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0.7023165228263907
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0.854414611285797
Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,0.7755372666524694
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.406834632153965
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0.7816998855321817
CNC(=O)/C=C(\C)OP(=O)(OC)OC,0.428135871435528
Cc1occc1SSc1ccoc1C,0.7292406249289203
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,0.2901305366282043
CC=CC(=O)CC,0.4786524594024578
CC1OCCC1=O,0.4391505373357416
CC1CCCC(=O)C1=O,0.45259704242048265
CC1=C(O)C(=O)OC1C,0.4897982245908948
CCCCCc1ccco1,0.5827540251312207
c1cnc2c(n1)CCCC2,0.5350027180214145
CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,0.7963752428985311
Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,0.570094796628445
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,0.4118555862925674
Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.4262474653048269
CCNc1nc(Cl)nc(NC(C)(C)C)n1,0.831939032542656
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0.7539227220961291
Oc1c(Cl)cc(Cl)c2cccnc12,0.7295228001546941
NC(=O)OCC(O)COc1ccc(Cl)cc1,0.8160595704353587
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.7918053413291345
CCCCCCCCCCCCCCn1cc[n+](C)c1,0.3542274957281935
O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],0.483406070495932
O=P(Cl)(Cl)Cl,0.4890749387237623
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,0.13956794569496947
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.6029455764750311
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,0.01979820055574047
CN(C)CCOC(c1ccccc1)c1ccccc1,0.784550440095116
COC(=O)c1ccc(C)cc1,0.5702367575745928
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,0.8235613107650849
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0.6757916364888925
CC(=O)C=Cc1ccccc1,0.5848748858475283
Cc1c[nH]c(=S)[nH]c1=O,0.5247689157489369
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0.21366035293199462
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,0.37010347110627334
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,0.3189173783556326
CC12CCC(CC1)C(C)(C)O2,0.5210255264729503
C=COCC1CCC(CO)CC1,0.6533113241587297
CC(=O)/C=C/C1=C(C)CCCC1(C)C,0.6101503454772369
CC(=O)NC1CCSC1=O,0.5922841974538994
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,0.6181311081625853
CC1COc2ccccc2N1C(=O)C(Cl)Cl,0.7261970421438204
CC(N)CN,0.4315259494144723
CCC(C)O,0.4869274292842043
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,0.07103151232680972
CC(O)CN,0.4337552925789797
